Sample	observed_features	faith_pd	chao1	shannon_entropy	Locations	Locations_Group	Weight_g	Length_mm	sample_type	Fishname	Locationtype_fishtype	location_sampletype	sampletype_speciestype	Preservation
S3	199	43.53199952	199	5.310179559	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S4	280	41.76895266	280	5.538718113	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S5	116	24.83604686	116	4.690958751	Detroit_River	1			Skin	Freshwater_drum	Detroit_RiverFreshwater_drum	Detroit_RiverSkin	SkinFreshwater_drum	Dry_Ice
S6	90	21.62976235	90	4.823458993	Detroit_River	1			Skin	White_Sucker	Detroit_RiverWhite_Sucker	Detroit_RiverSkin	SkinWhite_Sucker	Dry_Ice
S8	207	41.54565254	207	5.683509306	Detroit_River	1			Skin	Freshwater_drum	Detroit_RiverFreshwater_drum	Detroit_RiverSkin	SkinFreshwater_drum	Dry_Ice
S10	52	14.86102128	52	4.50260606	Detroit_River	1			Skin	Freshwater_drum	Detroit_RiverFreshwater_drum	Detroit_RiverSkin	SkinFreshwater_drum	Dry_Ice
S12	485	76.04426299	485	7.584148261	Detroit_River	1			Skin	White_Sucker	Detroit_RiverWhite_Sucker	Detroit_RiverSkin	SkinWhite_Sucker	Dry_Ice
S13	267	47.78903916	267	5.72328343	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S15	181	35.69219676	181	4.71481626	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S17	101	22.97278254	101	4.607592877	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S25	247	41.29794643	247	5.554937391	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S28	110	24.70075682	110	4.351707619	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S31	50	13.47037934	50	4.182146128	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S35	97	23.81138939	97	4.946915732	Detroit_River	1			Skin	Rock_Bass	Detroit_RiverRock_Bass	Detroit_RiverSkin	SkinRock_Bass	Dry_Ice
S36	164	35.30900499	164	5.22616395	Detroit_River	1			Skin	Rock_Bass	Detroit_RiverRock_Bass	Detroit_RiverSkin	SkinRock_Bass	Dry_Ice
S37	437	67.23864218	437	7.160149908	Detroit_River	1			Skin	Rock_Bass	Detroit_RiverRock_Bass	Detroit_RiverSkin	SkinRock_Bass	Dry_Ice
S38	239	41.43333255	239	6.003105987	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S39	50	11.49511472	50	3.786563899	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S40	151	26.99129737	151	4.577510618	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S41	70	14.27725696	70	3.734990373	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S42	78	15.22340763	78	3.983331529	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S48	191	33.34774188	191	6.076644788	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S50	54	12.75030646	54	4.485579499	Detroit_River	1			Skin	White_Sucker	Detroit_RiverWhite_Sucker	Detroit_RiverSkin	SkinWhite_Sucker	Dry_Ice
S54	51	13.56239299	51	4.373243208	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S58	115	22.69939708	115	5.1149284	Detroit_River	1			Skin	White_Sucker	Detroit_RiverWhite_Sucker	Detroit_RiverSkin	SkinWhite_Sucker	Dry_Ice
S62	196	25.30293401	196	6.447109296	Detroit_River	1			Skin	Rock_Bass	Detroit_RiverRock_Bass	Detroit_RiverSkin	SkinRock_Bass	Dry_Ice
S63	135	26.72645618	135	4.723704312	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S64	46	11.51487205	46	3.742247512	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S65	67	13.76671608	67	5.103674609	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S66	149	25.84611472	149	6.187310337	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S67	87	20.00031225	87	5.372062462	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S68	86	17.49647759	86	5.55237817	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S69	153	24.90632326	153	5.649762045	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S70	60	6.676463281	60	4.549768788	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S71	94	10.7427807	94	4.575546769	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S72	94	19.37639959	94	4.301813407	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S73	99	20.54890104	99	5.69817233	Detroit_River	1			Skin	Gizzard_shad	Detroit_RiverGizzard_shad	Detroit_RiverSkin	SkinGizzard_shad	Dry_Ice
S74	78	13.56192099	78	4.341991596	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S75	83	15.81686421	83	4.407303133	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S76	78	9.041922533	78	4.390958675	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S77	66	9.376670251	66	4.943815694	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S78	91	13.86989813	91	4.803619404	Detroit_River	1			Skin	White_Sucker	Detroit_RiverWhite_Sucker	Detroit_RiverSkin	SkinWhite_Sucker	Dry_Ice
S79	63	7.675352696	63	4.029319749	Detroit_River	1			Skin	White_Sucker	Detroit_RiverWhite_Sucker	Detroit_RiverSkin	SkinWhite_Sucker	Dry_Ice
S80	52	11.1558532	52	4.326220769	Detroit_River	1			Skin	Rock_Bass	Detroit_RiverRock_Bass	Detroit_RiverSkin	SkinRock_Bass	Dry_Ice
S81	158	28.53683006	158	5.989713879	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S82	139	15.98395689	139	5.524184159	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S83	104	11.5187169	104	5.503164556	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S84	92	9.178385807	92	5.287643449	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S85	90	16.93410618	90	5.38507325	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S86	154	20.10275539	154	5.543404503	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S87	202	31.37910052	202	6.043774617	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S88	86	12.13562008	86	4.779199901	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S89	93	11.69820584	93	5.767435464	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S90	61	7.74870216	61	4.685397137	Detroit_River	1			Skin	Yellow_perch	Detroit_RiverYellow_perch	Detroit_RiverSkin	SkinYellow_perch	Dry_Ice
S91	54	7.295029347	54	4.483458032	Detroit_River	1			Skin	White_Sucker	Detroit_RiverWhite_Sucker	Detroit_RiverSkin	SkinWhite_Sucker	Dry_Ice
S93	89	12.25008675	89	5.13557385	Detroit_River	1			Skin	Freshwater_drum	Detroit_RiverFreshwater_drum	Detroit_RiverSkin	SkinFreshwater_drum	Dry_Ice
S94	29	9.185062507	29	3.612162105	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S95	85	17.59071851	85	4.697105794	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S96	59	12.76048883	59	3.981769655	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S97	171	25.90965467	171	6.426352175	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S98	86	11.48915224	86	5.168126791	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S99	92	13.47868373	92	4.8014669	Detroit_River	1			Skin	Emerald	Detroit_RiverEmerald	Detroit_RiverSkin	SkinEmerald	Dry_Ice
S100	143	25.24419767	143	4.166765962	Detroit_River	1			Skin	Brook_silverside_fish	Detroit_RiverBrook_silverside_fish	Detroit_RiverSkin	SkinBrook_silverside_fish	Dry_Ice
S101	95	13.60845774	95	4.994409309	Detroit_River	1			Skin	Brook_silverside_fish	Detroit_RiverBrook_silverside_fish	Detroit_RiverSkin	SkinBrook_silverside_fish	Dry_Ice
S102	128	20.89446462	128	4.889247596	Detroit_River	1			Skin	Brook_silverside_fish	Detroit_RiverBrook_silverside_fish	Detroit_RiverSkin	SkinBrook_silverside_fish	Dry_Ice
S103	93	18.86055143	93	4.261970622	Detroit_River	1			Skin	Brook_silverside_fish	Detroit_RiverBrook_silverside_fish	Detroit_RiverSkin	SkinBrook_silverside_fish	Dry_Ice
S104	132	24.77013872	132	4.651280655	Detroit_River	1			Skin	Brook_silverside_fish	Detroit_RiverBrook_silverside_fish	Detroit_RiverSkin	SkinBrook_silverside_fish	Dry_Ice
S105	77	7.20427061	77	4.967103508	Detroit_River	1			Skin	Brook_silverside_fish	Detroit_RiverBrook_silverside_fish	Detroit_RiverSkin	SkinBrook_silverside_fish	Dry_Ice
S106	101	13.24727572	101	5.02110513	Detroit_River	1			Skin	Blacknose_shiner	Detroit_RiverBlacknose_shiner	Detroit_RiverSkin	SkinBlacknose_shiner	Dry_Ice
S107	99	10.50949172	99	5.447495219	Detroit_River	1			Skin	Blacknose_shiner	Detroit_RiverBlacknose_shiner	Detroit_RiverSkin	SkinBlacknose_shiner	Dry_Ice
S108	65	6.224407688	65	4.735271297	Detroit_River	1			Skin	Blacknose_shiner	Detroit_RiverBlacknose_shiner	Detroit_RiverSkin	SkinBlacknose_shiner	Dry_Ice
S109	67	9.0910296	67	4.923947062	Detroit_River	1			Skin	Blacknose_shiner	Detroit_RiverBlacknose_shiner	Detroit_RiverSkin	SkinBlacknose_shiner	Dry_Ice
S110	55	8.900447862	55	4.172397282	Detroit_River	1			Skin	Blacknose_shiner	Detroit_RiverBlacknose_shiner	Detroit_RiverSkin	SkinBlacknose_shiner	Dry_Ice
S111	143	24.68600907	143	5.983928646	Detroit_River	1			Skin	Blacknose_shiner	Detroit_RiverBlacknose_shiner	Detroit_RiverSkin	SkinBlacknose_shiner	Dry_Ice
S112	59	7.122433598	59	4.378111519	Detroit_River	1			Skin	Blacknose_shiner	Detroit_RiverBlacknose_shiner	Detroit_RiverSkin	SkinBlacknose_shiner	Dry_Ice
S119	155	21.13781063	155	4.173692702	Detroit_River	1			Skin	White_Sucker	Detroit_RiverWhite_Sucker	Detroit_RiverSkin	SkinWhite_Sucker	Dry_Ice
S121	95	11.51454378	95	5.341922417	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S122	106	11.58307126	106	5.427277001	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S123	91	10.22260113	91	4.560619753	Detroit_River	1			Skin	Pumpkinseed	Detroit_RiverPumpkinseed	Detroit_RiverSkin	SkinPumpkinseed	Dry_Ice
S124	124	11.30221626	124	5.768499327	Detroit_River	1			Skin	Rock_Bass	Detroit_RiverRock_Bass	Detroit_RiverSkin	SkinRock_Bass	Dry_Ice
S125	117	13.75947525	117	5.229505271	Detroit_River	1			Skin	Rock_Bass	Detroit_RiverRock_Bass	Detroit_RiverSkin	SkinRock_Bass	Dry_Ice
S126	87	10.10951873	87	4.960202838	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S127	139	24.81736467	139	5.219868112	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S129	72	11.3022711	72	4.295854378	Detroit_River	1			Skin	Blacknose_shiner	Detroit_RiverBlacknose_shiner	Detroit_RiverSkin	SkinBlacknose_shiner	Dry_Ice
S130	102	11.81254187	102	4.699325898	Detroit_River	1			Skin	Brook_silverside_fish	Detroit_RiverBrook_silverside_fish	Detroit_RiverSkin	SkinBrook_silverside_fish	Dry_Ice
S131	105	11.11803738	105	5.045189472	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S132	164	28.27331428	164	4.7238047	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S133	68	10.5770324	68	4.987045696	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S134	116	15.65208277	116	5.438035895	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S135	175	29.66396127	175	4.390813237	Detroit_River	1			Skin	Spotfin_shiner	Detroit_RiverSpotfin_shiner	Detroit_RiverSkin	SkinSpotfin_shiner	Dry_Ice
S137	187	35.36715152	187	6.027086335	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S138	320	43.62706096	320	6.100093276	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S139	354	50.56247492	354	6.938716549	Lake_Ontario	3			Skin	Rock_Bass	Lake_OntarioRock_Bass	Lake_OntarioSkin	SkinRock_Bass	RNA_Later
S140	385	54.23745506	385	6.834685153	Lake_Ontario	3			Skin	Rock_Bass	Lake_OntarioRock_Bass	Lake_OntarioSkin	SkinRock_Bass	RNA_Later
S142	75	15.37410732	75	5.012242012	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S143	123	22.91174405	123	5.624122525	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S144	79	16.98203731	79	5.23439764	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S147	104	20.22935614	104	4.626481567	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S148	90	20.02077493	90	5.091844047	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S149	83	15.87626005	83	5.136761991	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S150	66	18.0349667	66	4.868478947	Lake_Ontario	3			Skin	Rock_Bass	Lake_OntarioRock_Bass	Lake_OntarioSkin	SkinRock_Bass	RNA_Later
S151	19	4.773817977	19	3.248267547	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S152	184	31.8564705	184	5.910276606	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S153	87	16.55058203	87	4.863217209	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S155	92	17.33006877	92	5.284977785	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S157	179	36.21028579	179	5.967825645	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S159	153	29.14470638	153	5.477306751	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S160	105	19.40417454	105	5.331768221	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S161	244	41.39547552	244	6.622394765	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S162	188	32.948777	188	6.124126956	Lake_Ontario	3			Skin	White_Sucker	Lake_OntarioWhite_Sucker	Lake_OntarioSkin	SkinWhite_Sucker	RNA_Later
S163	49	9.062987579	49	4.243922319	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S164	26	8.310272451	26	3.591238226	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S165	80	14.83554268	80	5.194564138	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S166	67	14.37169966	67	4.751211515	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S167	177	31.86043985	177	3.573053834	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S168	65	15.46149937	65	4.790251354	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S169	65	14.13909563	65	4.770919756	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S170	79	17.10663207	79	5.085795563	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S171	130	21.90680687	130	5.790930263	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S172	159	25.18436121	159	5.94777488	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S173	128	26.01835758	128	5.45310201	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S174	60	11.8870083	60	5.008010215	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S175	106	20.58607498	106	5.359132155	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S176	46	13.53198378	46	4.52644311	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S177	73	16.74864949	73	5.086430196	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S178	49	12.21775422	49	4.319450527	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S179	84	16.0285205	84	5.371396267	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S180	33	10.73739662	33	3.363176604	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S182	88	17.47335064	88	5.048496619	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S183	34	10.21626985	34	3.7102886	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S184	101	16.5414601	101	4.95153429	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S185	28	9.168230973	28	3.407466605	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S186	57	12.67819957	57	4.686644467	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S187	40	7.360228447	40	4.056791438	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S188	26	8.40986447	26	3.432869653	Lake_Ontario	3			Skin	Gizzard_Shad	Lake_OntarioGizzard_Shad	Lake_OntarioSkin	SkinGizzard_Shad	RNA_Later
S189	70	14.13373554	70	4.183559519	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S190	198	36.11216098	198	5.940320559	Lake_Ontario	3			Skin	Pumpkinseed	Lake_OntarioPumpkinseed	Lake_OntarioSkin	SkinPumpkinseed	RNA_Later
S191	52	12.41283201	52	3.389544105	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S192	130	23.4018726	130	5.498707534	Lake_Ontario	3			Skin	Gizzard_Shad	Lake_OntarioGizzard_Shad	Lake_OntarioSkin	SkinGizzard_Shad	RNA_Later
S193	63	12.20347058	63	4.657632407	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S194	85	19.05780521	85	5.084655	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S195	60	12.80447357	60	4.209170466	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S196	121	21.4904392	121	5.192867194	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S197	71	16.04683237	71	4.616252088	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S198	228	35.03793518	228	5.545109567	Lake_Ontario	3			Skin	Pumpkinseed	Lake_OntarioPumpkinseed	Lake_OntarioSkin	SkinPumpkinseed	RNA_Later
S199	61	12.31214271	61	4.919207485	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S200	138	24.39888089	138	4.610947794	Lake_Ontario	3			Skin	Walleye	Lake_OntarioWalleye	Lake_OntarioSkin	SkinWalleye	RNA_Later
S201	161	26.98439126	161	5.230918148	Lake_Ontario	3			Skin	Pumpkinseed	Lake_OntarioPumpkinseed	Lake_OntarioSkin	SkinPumpkinseed	RNA_Later
S202	95	12.82480428	95	4.020278059	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S203	116	19.00001847	116	5.107064402	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S204	150	22.72201165	150	5.842018558	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S205	137	22.90885101	137	5.683556069	Lake_Ontario	3			Skin	Pumpkinseed	Lake_OntarioPumpkinseed	Lake_OntarioSkin	SkinPumpkinseed	RNA_Later
S206	187	27.13868357	187	6.060489235	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S207	106	21.19813091	106	5.033169268	Lake_Ontario	3			Skin	Walleye	Lake_OntarioWalleye	Lake_OntarioSkin	SkinWalleye	RNA_Later
S208	73	17.13536674	73	5.007619409	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S209	177	26.83024246	177	6.317641159	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S210	97	16.49146996	97	5.439960623	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S211	114	20.77586543	114	5.315099092	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S212	94	16.0392407	94	5.337504402	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
